headline,body,text,category,label
garoon diyaaradeed oo casri ah oo laga dhisayo borama,shirkadda somtel ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo borama shirkadda somtel ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
digniin caafimaad oo laga soo saaray doha,guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray doha guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada burtinle,ilo wareedyo ayaa xaqiijiyay in shirkadda dahabshiil iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada burtinle ilo wareedyo ayaa xaqiijiyay in shirkadda dahabshiil iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fiiri muuqaalka daawo khatar ah oo lagu arkay afgooye,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,fiiri muuqaalka daawo khatar ah oo lagu arkay afgooye dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo beledweyne,golaha wasiirada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo beledweyne golaha wasiirada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada el bur,ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada el bur ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada garbahaarey,ilo wareedyo ayaa xaqiijiyay in shirkadda dahabshiil iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada garbahaarey ilo wareedyo ayaa xaqiijiyay in shirkadda dahabshiil iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
war naxdin leh daawo khatar ah oo lagu arkay berbera,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,war naxdin leh daawo khatar ah oo lagu arkay berbera dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
digniin caafimaad oo laga soo saaray borama,shirkadda dahabshiil ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray borama shirkadda dahabshiil ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray doha,maamulka hirshabelle ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray doha maamulka hirshabelle ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada cadaado,ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada cadaado ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
war naxdin leh daawo khatar ah oo lagu arkay hargeisa,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,war naxdin leh daawo khatar ah oo lagu arkay hargeisa dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo nairobi,maamulka gobolka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo nairobi maamulka gobolka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada galkacyo,ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada galkacyo ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto las khoray fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto las khoray fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
war hadda soo dhacay ururka midowga afrika oo dhobley kaga dhawaaqay iscasilaad,warar laga helay dhobley ayaa sheegaya in ururka midowga afrika uu xilka ka degay cadaadis siyaasadeed awgiis,war hadda soo dhacay ururka midowga afrika oo dhobley kaga dhawaaqay iscasilaad warar laga helay dhobley ayaa sheegaya in ururka midowga afrika uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
fariin deg deg ah daawo khatar ah oo lagu arkay qardho,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,fariin deg deg ah daawo khatar ah oo lagu arkay qardho dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
fursad shaqo ururka midowga afrika oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto london fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo ururka midowga afrika oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto london fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
deg deg bandow lagu soo rogay buaale,wasaaradda waxbarashada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay buaale wasaaradda waxbarashada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
digniin caafimaad oo laga soo saaray buaale,bangiga dhexe ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray buaale bangiga dhexe ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
deg deg bandow lagu soo rogay luuq,golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay luuq golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto garowe fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto garowe fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo hobyo,bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo hobyo bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
sir culus daawo khatar ah oo lagu arkay laascaanood,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,sir culus daawo khatar ah oo lagu arkay laascaanood dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
dhagayso cod sir ah shirkadda hormuud oo balanbale kaga dhawaaqay iscasilaad,warar laga helay balanbale ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,dhagayso cod sir ah shirkadda hormuud oo balanbale kaga dhawaaqay iscasilaad warar laga helay balanbale ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray garowe,maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray garowe maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray cape town,shirkadda isgaarsiinta ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray cape town shirkadda isgaarsiinta ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo cadaado,shirkadda somtel ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo cadaado shirkadda somtel ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo stockholm,bangiga dhexe ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo stockholm bangiga dhexe ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
deg deg bandow lagu soo rogay burtinle,guddoomiyaha baarlamaanka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay burtinle guddoomiyaha baarlamaanka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
kulan qarsoodi ah oo boosaaso ku dhexmaray maamulka koonfur galbeed,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo boosaaso ku dhexmaray maamulka koonfur galbeed ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo ceelwaaq ku dhexmaray hayadda sirdoonka nisa,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo ceelwaaq ku dhexmaray hayadda sirdoonka nisa ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto galkacyo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto galkacyo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
fursad shaqo maamulka hirshabelle oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto garbahaarey fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo maamulka hirshabelle oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto garbahaarey fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada kismaayo,ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada kismaayo ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
deg deg bandow lagu soo rogay borama,maamulka jubaland ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay borama maamulka jubaland ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada garowe,ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada garowe ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto xudur fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto xudur fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
mucijisada dhacday wasaaradda waxbarashada oo oslo kaga dhawaaqay iscasilaad,warar laga helay oslo ayaa sheegaya in wasaaradda waxbarashada uu xilka ka degay cadaadis siyaasadeed awgiis,mucijisada dhacday wasaaradda waxbarashada oo oslo kaga dhawaaqay iscasilaad warar laga helay oslo ayaa sheegaya in wasaaradda waxbarashada uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay cadaado,maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay cadaado maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fariin deg deg ah musharax madaxweyne oo balanbale kaga dhawaaqay iscasilaad,warar laga helay balanbale ayaa sheegaya in musharax madaxweyne uu xilka ka degay cadaadis siyaasadeed awgiis,fariin deg deg ah musharax madaxweyne oo balanbale kaga dhawaaqay iscasilaad warar laga helay balanbale ayaa sheegaya in musharax madaxweyne uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto istanbul fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto istanbul fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo berbera,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo berbera jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
deg deg bandow lagu soo rogay harardhere,wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay harardhere wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fiiri muuqaalka shirkadda hormuud oo london kaga dhawaaqay iscasilaad,warar laga helay london ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka shirkadda hormuud oo london kaga dhawaaqay iscasilaad warar laga helay london ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay melbourne,golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay melbourne golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
digniin caafimaad oo laga soo saaray kismaayo,shirkadda hormuud ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray kismaayo shirkadda hormuud ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray cadaado,bangiga dhexe ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray cadaado bangiga dhexe ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto doha fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto doha fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
tiktok iyo facebook oo laga mamnuucay beledweyne laga bilaabo berri,goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,tiktok iyo facebook oo laga mamnuucay beledweyne laga bilaabo berri goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,Technology,0 = Fake News
akhriso xogtan shirkadda hormuud oo cape town kaga dhawaaqay iscasilaad,warar laga helay cape town ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,akhriso xogtan shirkadda hormuud oo cape town kaga dhawaaqay iscasilaad warar laga helay cape town ayaa sheegaya in shirkadda hormuud uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay baydhabo,jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay baydhabo jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto nairobi fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto nairobi fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
deg deg bandow lagu soo rogay laascaanood,jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay laascaanood jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto las khoray fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto las khoray fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
deg deg bandow lagu soo rogay badhan,jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay badhan jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto laascaanood fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo ururka suxufiyiinta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto laascaanood fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
digniin caafimaad oo laga soo saaray baydhabo,wasaaradda waxbarashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray baydhabo wasaaradda waxbarashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
mucijisada dhacday daawo khatar ah oo lagu arkay el bur,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,mucijisada dhacday daawo khatar ah oo lagu arkay el bur dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada oslo,ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada oslo ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
deg deg bandow lagu soo rogay cadaado,musharax madaxweyne ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay cadaado musharax madaxweyne ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
digniin caafimaad oo laga soo saaray muqdisho,guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray muqdisho guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
deg deg bandow lagu soo rogay oslo,wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay oslo wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto stockholm fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto stockholm fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
kulan qarsoodi ah oo jowhar ku dhexmaray guddoomiyaha baarlamaanka,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo jowhar ku dhexmaray guddoomiyaha baarlamaanka ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo burtinle ku dhexmaray golaha wasiirada,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo burtinle ku dhexmaray golaha wasiirada ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
deg deg bandow lagu soo rogay ceelwaaq,maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay ceelwaaq maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
war hadda soo dhacay wasaaradda arrimaha gudaha oo dhobley kaga dhawaaqay iscasilaad,warar laga helay dhobley ayaa sheegaya in wasaaradda arrimaha gudaha uu xilka ka degay cadaadis siyaasadeed awgiis,war hadda soo dhacay wasaaradda arrimaha gudaha oo dhobley kaga dhawaaqay iscasilaad warar laga helay dhobley ayaa sheegaya in wasaaradda arrimaha gudaha uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
fursad shaqo guddoomiyaha baarlamaanka oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto beledweyne fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo guddoomiyaha baarlamaanka oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto beledweyne fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
deg deg bandow lagu soo rogay laascaanood,maamulka koonfur galbeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay laascaanood maamulka koonfur galbeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
kulan qarsoodi ah oo hobyo ku dhexmaray ururka suxufiyiinta,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo hobyo ku dhexmaray ururka suxufiyiinta ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fiiri muuqaalka bangiga dhexe oo doha kaga dhawaaqay iscasilaad,warar laga helay doha ayaa sheegaya in bangiga dhexe uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka bangiga dhexe oo doha kaga dhawaaqay iscasilaad warar laga helay doha ayaa sheegaya in bangiga dhexe uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay borama,qaramada midoobay ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay borama qaramada midoobay ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
deg deg bandow lagu soo rogay guriceel,golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay guriceel golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
war hadda soo dhacay golaha wasiirada oo el bur kaga dhawaaqay iscasilaad,warar laga helay el bur ayaa sheegaya in golaha wasiirada uu xilka ka degay cadaadis siyaasadeed awgiis,war hadda soo dhacay golaha wasiirada oo el bur kaga dhawaaqay iscasilaad warar laga helay el bur ayaa sheegaya in golaha wasiirada uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
kulan qarsoodi ah oo eyl ku dhexmaray guddiga doorashada,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo eyl ku dhexmaray guddiga doorashada ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada melbourne,ilo wareedyo ayaa xaqiijiyay in golaha wasiirada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada melbourne ilo wareedyo ayaa xaqiijiyay in golaha wasiirada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
kulan qarsoodi ah oo doha ku dhexmaray maamulka gobolka,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo doha ku dhexmaray maamulka gobolka ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo jowhar ku dhexmaray jaaliyadda soomaaliyeed,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo jowhar ku dhexmaray jaaliyadda soomaaliyeed ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fariin deg deg ah ururka suxufiyiinta oo xudur kaga dhawaaqay iscasilaad,warar laga helay xudur ayaa sheegaya in ururka suxufiyiinta uu xilka ka degay cadaadis siyaasadeed awgiis,fariin deg deg ah ururka suxufiyiinta oo xudur kaga dhawaaqay iscasilaad warar laga helay xudur ayaa sheegaya in ururka suxufiyiinta uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
kulan qarsoodi ah oo seattle ku dhexmaray maamulka gobolka,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo seattle ku dhexmaray maamulka gobolka ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto balcad fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto balcad fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada luuq,ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada luuq ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
